SID,NAME,SEX,AGE,BIRTHDAY,DNAME,CLASS
200900131746,李建华,女,18.0,34604.0,马克思主义学院,2005
200900131747,卜玉成,女,23.0,32648.0,软件学院,2004
200900131748,李保同,女,20.0,33773.0,计算机科学与技术学院,2006
200900131749,郭军利,男,18.0,34449.0,信息科学与工程学院,2007
200900131750,李婷婷,男,21.0,33252.0,哲学与社会发展学院,2008
200900131751,冯国,男,24.0,32208.0,化学与化工学院,2011
200900131752,蔡玲,男,18.0,34673.0,生命科学学院,2004
200900131753,高伟伟,男,24.0,32287.0,国际教育学院,2010
200900131754,刘利红,男,22.0,32952.0,公共卫生学院,2009
200900131755,历秀琴,男,20.0,33615.0,生命科学学院,2004
200900131756,刘冰洁,女,22.0,33224.0,物理学院,2011
200900131757,崔海胜,女,19.0,34012.0,公共卫生学院,2005
200900131758,贾有胜,女,21.0,33288.0,国际教育学院,2010
200900131759,柴继红,女,20.0,33770.0,医学院,2008
200900131760,陈军池,男,20.0,33757.0,软件学院,2006
200900131761,高鹏飞,女,23.0,32829.0,马克思主义学院,2008
200900131762,关清提,女,21.0,33453.0,,2006
200900131763,郭勇,男,24.0,32198.0,历史文化学院,2010
200900131764,李勤山,男,20.0,33777.0,艺术学院,2006
200900131765,高保萍,,22.0,33229.0,物理学院,2010
200900131766,李恬,男,20.0,33741.0,法学院,2006
200900131767,郝毅,男,24.0,32494.0,计算机科学与技术学院,2007
200900131768,梁正兵,女,20.0,33627.0,法学院,2004
200900131769,李德顺,女,21.0,33580.0,软件学院,2007
200900131770,弓建荣,男,20.0,33623.0,计算机科学与技术学院,2010
200900131771,梁健,男,24.0,32290.0,哲学与社会发展学院,2011
200900131772,刘科,男,21.0,33410.0,医学院,2007
200900131773,洪芙蓉,女,19.0,34160.0,计算机科学与技术学院,2005
200900131774,胡荣坤,女,20.0,33941.0,计算机科学与技术学院,2004
200900131775,郭效文,男,23.0,32737.0,国际教育学院,2009
200900131776,李良玉,男,24.0,32414.0,计算机科学与技术学院,2006
200900131777,范河山,女,21.0,33599.0,,2005
200900131778,高建国,男,20.0,33957.0,,2011
200900131779,刘崇武,女,19.0,34148.0,计算机科学与技术学院,2011
200900131780,和卫朋,男,23.0,32784.0,,2010
200900131781,郭海波,男,23.0,32580.0,国际教育学院,2008
200900131782,刘宏亮,男,23.0,32806.0,环境科学与工程学院,2010
200900131783,高凯,女,18.0,34436.0,软件学院,2007
200900131784,侯杨利,女,19.0,34100.0,化学与化工学院,2010
200900131785,李丑林,女,22.0,33079.0,公共卫生学院,2007
200900131786,李建平,男,20.0,33751.0,管理学院,2011
200900131787,郭伟杰,女,24.0,32188.0,国际教育学院,2010
200900131788,侯建忠,男,21.0,33554.0,外国语学院,2009
200900131789,薄俊文,女,22.0,32931.0,数学学院,2005
200900131790,边江,,18.0,34482.0,国际教育学院,2004
200900131791,郝晓博,,19.0,34086.0,环境科学与工程学院,2008
200900131792,李煜杰,,22.0,32911.0,艺术学院,2008
200900131793,冯三军,男,22.0,33079.0,计算机科学与技术学院,2010
200900131794,艾敏,女,22.0,32917.0,物理学院,2005
200900131795,郭矿祥,女,20.0,33875.0,软件学院,2005
200900131796,金爱香,女,24.0,32308.0,计算机科学与技术学院,2009
200900131797,贾俊明,男,21.0,33374.0,国际教育学院,2006
200900131798,郎绍锋,女,19.0,34056.0,艺术学院,2005
200900131799,李贺新,女,20.0,33615.0,外国语学院,2008
200900131800,刘佳,女,24.0,32224.0,信息科学与工程学院,2004
200900131801,岛四则,女,21.0,33401.0,管理学院,2007
200900131802,董莲芝,,20.0,33813.0,法学院,2005
200900131950,焦俊梅,女,19.0,33977.0,历史文化学院,2010
200900131951,韩鹏,女,23.0,32716.0,马克思主义学院,2008
200900131952,胡文健,男,19.0,34111.0,数学学院,2009
200900131953,李有生,女,24.0,32405.0,管理学院,2010
200900131954,李俊才,女,20.0,33605.0,马克思主义学院,2004
200900131955,高红旗,男,22.0,33012.0,法学院,2011
200900131956,金晓林,男,21.0,33310.0,哲学与社会发展学院,2008
200900131957,贾永明,女,23.0,32552.0,物理学院,2006
200900131958,雷文俊,男,23.0,32852.0,数学学院,2005
200900131959,郝风英,女,20.0,33921.0,物理学院,2004
200900131960,姜世科,男,18.0,34371.0,医学院,2004
200900131961,董续全,男,19.0,34091.0,外国语学院,2007
200900131962,贾克,男,21.0,33432.0,经济学院,2007
200900131963,李钦涛,男,18.0,34464.0,外国语学院,2008
200900131964,贾利平,女,20.0,33725.0,哲学与社会发展学院,2011
200900131965,韩振山,,21.0,33400.0,马克思主义学院,2008
200900131966,刘惠萍,女,21.0,33376.0,医学院,2011
200900131967,陈爱平,男,19.0,34008.0,计算机科学与技术学院,2009
200900131968,贾俊峰,女,24.0,32169.0,艺术学院,2005
200900131969,李美花,女,21.0,33252.0,马克思主义学院,2010
200900131970,崔建江,男,23.0,32571.0,国际教育学院,2004
200900131971,金树贞,女,20.0,33853.0,物理学院,2006
200900131972,李卫国,男,23.0,32825.0,艺术学院,2008
200900131973,李拴贵,,24.0,32159.0,环境科学与工程学院,2005
200900131974,梁修玺,,23.0,32730.0,经济学院,2010
200900131975,李洋,,24.0,32358.0,公共卫生学院,2004
200900131976,刘丽,男,23.0,32618.0,,2008
200900131977,李春亮,女,21.0,33406.0,数学学院,2007
200900131978,李明亮,男,20.0,33649.0,计算机科学与技术学院,2008
200900131979,姬育兵,女,20.0,33833.0,公共卫生学院,2011
200900131980,董爱莲,男,22.0,33137.0,经济学院,2004
200900131982,白宝林,男,21.0,33493.0,医学院,2005
200900131983,高成,男,24.0,32466.0,医学院,2009
200900131984,曹刚刚,女,23.0,32547.0,公共卫生学院,2010
200900131985,刘洁,女,23.0,32815.0,环境科学与工程学院,2008
200900131987,郝润平,女,24.0,32373.0,历史文化学院,2005
200900131988,郭立平,女,19.0,34267.0,,2006
200900131989,贾宏鳌,,18.0,34676.0,物理学院,2009
200900131990,李净玉,女,20.0,33864.0,软件学院,2011
200900131991,李建忠,女,19.0,34109.0,哲学与社会发展学院,2008
200900131993,晋志谦,男,23.0,32617.0,哲学与社会发展学院,2009
200900131994,莱栋栋,女,21.0,33309.0,医学院,2007
200900131995,李东芳,男,21.0,33329.0,经济学院,2005
200900131996,郭军照,女,20.0,33858.0,艺术学院,2010
200900131998,李花枝,男,22.0,33094.0,生命科学学院,2005
200900131999,成永海,,22.0,33072.0,环境科学与工程学院,2008
200900132000,赖贵喜,女,21.0,33370.0,软件学院,2009
200900132001,刘凤艳,男,20.0,33926.0,,2006
200900132002,郭树先,男,19.0,34109.0,管理学院,2006
200900132003,何春生,女,22.0,33186.0,医学院,2009
200900132005,李巨西,女,24.0,32339.0,艺术学院,2005
200900132006,李志超,男,24.0,32234.0,生命科学学院,2009
200900132007,郭志明,,23.0,32813.0,经济学院,2009
200900132008,陈月芬,女,20.0,33863.0,法学院,2010
200900132010,郭素亮,男,24.0,32362.0,化学与化工学院,2009
200900132011,胡小东,女,22.0,32932.0,软件学院,2008
200900132012,李利军,男,18.0,34692.0,计算机科学与技术学院,2010
200900132013,李斌,,20.0,33726.0,软件学院,2008
200900132015,陈水祥,男,20.0,33915.0,哲学与社会发展学院,2010
200900132016,白万林,男,22.0,33021.0,物理学院,2004
200900132017,杜强,女,23.0,32615.0,哲学与社会发展学院,2011
200900132019,贾兴旺,女,19.0,34115.0,,2005
200900132020,江道敏,男,23.0,32740.0,,2009
200900132021,李广全,男,23.0,32551.0,,2006
200900132022,高林,女,20.0,33806.0,公共卫生学院,2005
200900132023,冀新宅,男,20.0,33948.0,艺术学院,2004
200900132024,卜玉亮,女,24.0,32392.0,管理学院,2008
200900132025,贾宏川,男,21.0,33442.0,数学学院,2006
200900132026,刘锦斌,女,23.0,32798.0,数学学院,2009
200900132027,高建,女,19.0,34192.0,管理学院,2009
200900132028,郝欢欢,男,20.0,33626.0,,2007
200900132030,郭景爱,男,21.0,33492.0,医学院,2007
200900132031,韩军军,男,22.0,33189.0,物理学院,2009
200900132032,李红照,男,24.0,32225.0,哲学与社会发展学院,2009
200900132033,雷贵生,女,24.0,32403.0,软件学院,2009
200900132035,高爱军,女,19.0,34197.0,艺术学院,2006
200900132036,胡运君,男,18.0,34439.0,数学学院,2011
200900132037,贺文艳,男,18.0,34442.0,化学与化工学院,2009
200900132038,李红亮,女,19.0,34074.0,外国语学院,2009
200900132039,刘德增,男,19.0,34064.0,法学院,2009
200900132040,康文莉,,23.0,32706.0,物理学院,2004
200900132042,韩龙宝,男,20.0,33864.0,法学院,2010
200900132043,刘海兴,男,23.0,32696.0,艺术学院,2008
200900132044,刘承玉,女,19.0,34148.0,马克思主义学院,2010
200900132045,陈爱国,女,22.0,33097.0,物理学院,2010
200900132046,高军军,女,22.0,33078.0,公共卫生学院,2009
200900132048,边军,男,24.0,32297.0,医学院,2006
200900132049,胡蕙民,女,20.0,33922.0,马克思主义学院,2004
200900132050,梁海涛,,24.0,32274.0,马克思主义学院,2006
200900132051,郎新元,女,19.0,34029.0,管理学院,2010
200900132053,康建红,女,24.0,32297.0,物理学院,2010
200900132054,冯兴旺,女,19.0,34321.0,国际教育学院,2009
200900132055,李占芳,男,22.0,32901.0,管理学院,2010
200900132056,程书通,女,20.0,33760.0,数学学院,2009
200900131110,吉义,女,24.0,32321.0,法学院,2004
200900131111,冯亮,男,20.0,33719.0,计算机科学与技术学院,2008
200900131112,郝志如,女,22.0,32987.0,化学与化工学院,2004
200900131113,李英健,男,23.0,32722.0,外国语学院,2011
200900131114,白增喜,男,19.0,34126.0,管理学院,2005
200900131115,李勇,男,24.0,32435.0,数学学院,2008
200900131116,关盛达,男,22.0,32874.0,软件学院,2011
200900131117,梁存文,女,22.0,33079.0,哲学与社会发展学院,2006
200900131118,康富平,女,21.0,33386.0,生命科学学院,2009
200900131119,戴玉良,女,18.0,34463.0,哲学与社会发展学院,2010
200900131120,侯志华,,20.0,33853.0,法学院,2011
200900131121,董艳杰,男,21.0,33567.0,,2004
200900131122,范江波,男,21.0,33529.0,国际教育学院,2006
200900131123,焦大林,男,18.0,34610.0,软件学院,2010
200900131124,刘成材,女,24.0,32341.0,公共卫生学院,2008
200900131125,刘春才,男,18.0,34352.0,外国语学院,2009
200900131126,郭强,女,23.0,32645.0,法学院,2007
200900131127,程青爱,男,24.0,32362.0,马克思主义学院,2004
200900131128,李军军,男,24.0,32278.0,法学院,2005
200900131129,江映华,男,23.0,32786.0,历史文化学院,2011
200900131130,郭变娥,男,20.0,33610.0,经济学院,2011
200900131131,贾红胜,女,23.0,32859.0,数学学院,2006
200900131132,白志壮,男,23.0,32655.0,软件学院,2010
200900131133,弓爱兰,女,18.0,34694.0,医学院,2009
200900131134,曹雪,女,23.0,32758.0,信息科学与工程学院,2009
200900131135,李彬,女,21.0,33288.0,化学与化工学院,2009
200900131136,刘建峰,,21.0,33310.0,法学院,2005
200900131137,郎双小,,22.0,33159.0,哲学与社会发展学院,2004
200900131138,梁虎伟,男,22.0,33126.0,数学学院,2011
200900131139,陈金锁,女,19.0,34188.0,马克思主义学院,2007
200900131140,韩亚东,女,18.0,34617.0,信息科学与工程学院,2005
200900131141,陈永琴,,24.0,32484.0,数学学院,2007
200900131142,侯书英,女,19.0,34005.0,信息科学与工程学院,2010
200900131143,贾新有,女,23.0,32776.0,国际教育学院,2005
200900131144,贾爱民,,20.0,33777.0,信息科学与工程学院,2007
200900131145,贾玲清,女,23.0,32602.0,艺术学院,2011
200900131146,刘佳勋,女,18.0,34696.0,化学与化工学院,2008
200900131147,李学兵,男,20.0,33923.0,软件学院,2010
200900131148,耿锡长,男,22.0,32925.0,经济学院,2010
200900131149,黄红岩,男,21.0,33336.0,国际教育学院,2010
200900131150,惠志刚,男,21.0,33325.0,数学学院,2010
200900131151,郝全喜,男,24.0,32253.0,环境科学与工程学院,2008
200900131152,李国芳,女,21.0,33386.0,,2010
200900131153,郭树先,男,19.0,34023.0,艺术学院,2007
200900131154,李金贵,女,23.0,32535.0,物理学院,2010
200900131155,高仙明,女,24.0,32349.0,信息科学与工程学院,2004
200900131156,韩鹏程,女,22.0,33104.0,物理学院,2007
200900131157,郎晋军,女,20.0,33778.0,艺术学院,2005
200900131158,焦正安,女,23.0,32550.0,计算机科学与技术学院,2009
200900131159,陈浩,,19.0,34022.0,法学院,2010
200900131160,白祝安,女,19.0,34090.0,信息科学与工程学院,2011
200900131161,郭小平,男,20.0,33796.0,医学院,2008
200900131162,董康来,,23.0,32761.0,管理学院,2005
200900131163,顾健,男,23.0,32551.0,国际教育学院,2004
200900131164,贾长在,男,24.0,32270.0,外国语学院,2009
200900131165,李文俊,女,24.0,32311.0,,2010
200900131166,李保荣,女,24.0,32159.0,历史文化学院,2005
200900131167,傅锐锋,女,19.0,34328.0,公共卫生学院,2006
200900131168,李玉希,女,21.0,33417.0,计算机科学与技术学院,2010
200900131169,康吉平,女,22.0,33123.0,化学与化工学院,2007
200900131170,李国花,女,21.0,33349.0,环境科学与工程学院,2011
200900131171,郎洪飞,女,21.0,33486.0,外国语学院,2010
200900131172,刘建伟,,22.0,33008.0,外国语学院,2009
200900131173,高来西,男,18.0,34645.0,物理学院,2007
200900131174,郝胜军,男,19.0,34126.0,法学院,2008
200900131175,刘锦海,女,20.0,33637.0,马克思主义学院,2004
200900131176,焦明玉,女,21.0,33447.0,医学院,2005
200900131177,陈拽萍,女,24.0,32359.0,计算机科学与技术学院,2010
200900131178,郭玲爱,女,23.0,32690.0,国际教育学院,2007
200900131179,李晓天,男,19.0,34128.0,公共卫生学院,2005
200900131180,冯矿林,男,24.0,32161.0,,2006
200900131181,冀红波,男,22.0,33184.0,生命科学学院,2009
200900131182,李波,男,20.0,33786.0,软件学院,2008
200900131183,金全威,女,23.0,32517.0,法学院,2007
200900131184,胡国旗,男,19.0,34135.0,,2004
200900131185,郭晓勇,女,18.0,34659.0,艺术学院,2008
200900131186,郭玉峰,女,24.0,32493.0,公共卫生学院,2009
200900131187,衡军,女,21.0,33520.0,化学与化工学院,2008
200900131188,郝乃军,男,24.0,32482.0,公共卫生学院,2009
200900131189,李艳珍,,20.0,33654.0,环境科学与工程学院,2005
200900131190,单永芳,,20.0,33730.0,外国语学院,2006
200900131191,高亚勤,女,18.0,34601.0,艺术学院,2006
200900131193,虫淑淑,男,24.0,32198.0,艺术学院,2004
200900131194,高小峰,男,20.0,33942.0,计算机科学与技术学院,2009
200900131195,陈万慧,女,18.0,34619.0,法学院,2008
200900131196,高向宏,男,23.0,32676.0,,2006
200900131198,贾向东,男,20.0,33750.0,物理学院,2006
200900131199,贾素红,男,18.0,34564.0,经济学院,2009
200900131200,江美芳,女,22.0,32945.0,生命科学学院,2006
200900131201,崔进周,女,20.0,33944.0,物理学院,2011
200900131202,郝光珍,,24.0,32279.0,计算机科学与技术学院,2004
200900131204,刘二平,男,22.0,32973.0,法学院,2010
200900131205,康稳全,男,24.0,32436.0,软件学院,2009
200900131206,李二飞,男,22.0,33167.0,软件学院,2008
200900131207,常用章,,20.0,33627.0,医学院,2004
200900131208,崔艳伟,女,20.0,33700.0,医学院,2005
200900131210,刘矿辉,,22.0,33031.0,环境科学与工程学院,2010
200900131211,程红枝,男,22.0,32933.0,经济学院,2009
200900131212,崔月胜,女,18.0,34435.0,医学院,2010
200900131213,高亚明,女,24.0,32465.0,法学院,2004
200900131214,郭春娥,女,20.0,33726.0,艺术学院,2006
200900131215,郭宏义,女,22.0,33082.0,经济学院,2009
200900131217,候金发,女,20.0,33674.0,法学院,2009
200900131218,毕力,女,20.0,33848.0,数学学院,2011
200900131219,连国喜,,18.0,34436.0,计算机科学与技术学院,2007
200900131220,白俊堂,女,21.0,33255.0,经济学院,2011
200900131221,刘东亮,男,20.0,33863.0,数学学院,2004
200900131223,单新民,,22.0,33222.0,计算机科学与技术学院,2007
200900131224,李宝明,女,20.0,33925.0,软件学院,2011
200900131225,郭好定,女,20.0,33936.0,软件学院,2010
200900131226,蒋明生,男,24.0,32429.0,医学院,2005
200900131228,郝锦文,男,24.0,32439.0,物理学院,2006
200900131229,贾新有,女,23.0,32740.0,物理学院,2005
200900131230,李洋,女,24.0,32424.0,外国语学院,2005
200900131231,邓美玲,女,23.0,32858.0,软件学院,2005
200900131233,李长永,女,20.0,33637.0,艺术学院,2011
200900131234,刘佳,男,18.0,34385.0,信息科学与工程学院,2011
200900131235,刘建明,男,19.0,34167.0,哲学与社会发展学院,2005
200900131236,刘彩勤,男,19.0,34291.0,,2007
200900131237,冯发根,女,20.0,33768.0,法学院,2008
200900131239,李靖,,21.0,33589.0,医学院,2008
200900131240,高保庆,男,23.0,32787.0,马克思主义学院,2004
200900131241,郭思平,女,23.0,32665.0,艺术学院,2007
200900131242,刘德江,女,21.0,33573.0,生命科学学院,2010
200900131243,李银娥,男,22.0,33006.0,艺术学院,2005
200900131244,杜惠利,男,18.0,34674.0,物理学院,2010
200900131246,曹万福,男,20.0,33729.0,哲学与社会发展学院,2004
200900131247,李俊德,女,22.0,32986.0,物理学院,2005
200900131248,何勇,男,23.0,32739.0,数学学院,2011
200900131249,崔雷昌,男,24.0,32432.0,,2010
200900131250,郝建平,女,18.0,34461.0,法学院,2010
200900131252,焦传燕,男,18.0,34617.0,法学院,2010
200900131253,靳海泉,男,19.0,34131.0,公共卫生学院,2004
200900131254,何改英,男,19.0,33987.0,哲学与社会发展学院,2006
200900131255,郭建国,,20.0,33852.0,,2009
200900131256,梁汉德,男,23.0,32629.0,马克思主义学院,2010
200900131258,胡有土,女,18.0,34382.0,历史文化学院,2010
200900131259,李梓,女,21.0,33322.0,计算机科学与技术学院,2009
200900131260,白文襄,女,24.0,32270.0,数学学院,2007
200900131262,李俊平,男,23.0,32762.0,经济学院,2007
200900131263,杜运峰,男,24.0,32327.0,历史文化学院,2008
200900131264,郭永康,,23.0,32851.0,数学学院,2009
200900131265,蒋训军,男,19.0,34076.0,艺术学院,2008
200900131266,李慧则,男,19.0,33997.0,,2011
200900131267,曹永光,女,21.0,33516.0,物理学院,2008
200900131268,卜云宝,男,20.0,33888.0,数学学院,2006
200900131269,李建伟,男,21.0,33295.0,医学院,2007
200900131270,李阳,,18.0,34601.0,国际教育学院,2009
200900131271,侯占龙,女,18.0,34658.0,公共卫生学院,2011
200900131272,胡英占,女,20.0,33612.0,外国语学院,2007
200900131273,李电波,男,23.0,32535.0,医学院,2005
200900131274,李凤翔,女,20.0,33763.0,化学与化工学院,2010
200900131275,白俊义,男,22.0,32914.0,外国语学院,2009
200900131276,冯秀润,男,21.0,33273.0,计算机科学与技术学院,2008
200900131277,郭伟,男,22.0,33026.0,艺术学院,2009
200900131278,翟润成,,23.0,32587.0,国际教育学院,2005
200900131279,崔玉波,女,19.0,34265.0,公共卫生学院,2007
200900131280,刘爱民,男,18.0,34542.0,化学与化工学院,2007
200900131281,李金山,女,20.0,33926.0,物理学院,2010
200900131282,侯艳良,男,21.0,33415.0,软件学院,2007
200900131283,杜美丽,男,22.0,33097.0,艺术学院,2008
200900131284,操明富,女,19.0,34014.0,生命科学学院,2010
200900131285,翟彦俊,女,22.0,33036.0,计算机科学与技术学院,2004
200900131286,曹阳波,男,18.0,34597.0,化学与化工学院,2006
200900131287,雷文俊,男,21.0,33550.0,外国语学院,2009
200900131288,李建国,女,24.0,32277.0,医学院,2007
200900131289,安永文,,22.0,33093.0,,2006
200900131290,李进宇,男,21.0,33280.0,管理学院,2004
200900131291,贺计林,男,24.0,32227.0,管理学院,2008
200900131292,杜静,男,19.0,34148.0,软件学院,2004
200900131293,高根忠,女,21.0,33527.0,生命科学学院,2010
200900131294,李虎轩,女,24.0,32334.0,经济学院,2006
200900131295,迟玉林,女,20.0,33943.0,法学院,2010
200900131296,樊吉善,女,22.0,33094.0,法学院,2004
200900131297,范月洲,女,24.0,32435.0,软件学院,2004
200900131298,冯志亮,女,23.0,32774.0,外国语学院,2004
200900131299,郝拉如,男,24.0,32504.0,医学院,2005
200900131300,胡志龙,女,20.0,33820.0,马克思主义学院,2007
200900131301,康东升,女,20.0,33909.0,法学院,2009
200900131302,陈海楼,,23.0,32669.0,物理学院,2010
200900131303,刘贵清,,18.0,34496.0,哲学与社会发展学院,2005
200900131304,贾莉峰,男,22.0,33096.0,物理学院,2005
200900131305,靳彩刚,女,22.0,32983.0,公共卫生学院,2011
200900131306,韩变根,男,21.0,33249.0,法学院,2005
200900131307,范风岗,女,18.0,34553.0,生命科学学院,2005
200900131308,刘候平,女,20.0,33825.0,马克思主义学院,2008
200900131309,董明焕,女,21.0,33567.0,历史文化学院,2006
200900131310,范峪路,男,23.0,32693.0,国际教育学院,2007
200900131311,贾玉琪,,24.0,32327.0,数学学院,2007
200900131312,陈丽卿,男,18.0,34666.0,外国语学院,2004
200900131313,郭玉宝,男,24.0,32331.0,管理学院,2006
200900131314,高斌,男,21.0,33297.0,管理学院,2010
200900131315,李涛,,24.0,32389.0,法学院,2009
200900131316,康三花,女,19.0,34297.0,公共卫生学院,2010
200900131317,刘爱小,,20.0,33923.0,环境科学与工程学院,2008
200900131318,刘春梅,男,23.0,32525.0,化学与化工学院,2009
200900131319,白云,男,20.0,33867.0,管理学院,2010
200900131320,李小智,男,22.0,32951.0,医学院,2005
200900131321,白永强,女,22.0,33015.0,外国语学院,2010
200900131322,江绍东,女,22.0,33041.0,历史文化学院,2009
200900131323,李拉弟,男,24.0,32316.0,化学与化工学院,2006
200900131324,冯希亮,女,19.0,34173.0,生命科学学院,2011
200900131325,高建江,男,24.0,32332.0,化学与化工学院,2004
200900131326,李建业,女,22.0,33060.0,,2004
200900131327,李斌,女,21.0,33313.0,管理学院,2010
200900131328,李卫,女,24.0,32289.0,外国语学院,2010
200900131329,韩润明,,18.0,34641.0,哲学与社会发展学院,2010
200900131330,李小保,,21.0,33276.0,历史文化学院,2005
200900131331,刘国庆,男,20.0,33718.0,计算机科学与技术学院,2006
200900131332,景伟,,18.0,34337.0,软件学院,2008
200900131333,高建,男,24.0,32396.0,数学学院,2010
200900131334,郭钢,,23.0,32542.0,生命科学学院,2005
200900131335,蒋天成,女,18.0,34521.0,哲学与社会发展学院,2004
200900131336,刘爱伟,男,21.0,33289.0,计算机科学与技术学院,2008
200900131337,曹永才,男,21.0,33440.0,管理学院,2007
200900131338,姬兆明,,19.0,34074.0,化学与化工学院,2011
200900131339,李二保,女,24.0,32320.0,历史文化学院,2006
200900131340,郭志安,女,18.0,34524.0,软件学院,2010
200900131341,李太业,女,19.0,34285.0,公共卫生学院,2005
200900131342,冷波,女,22.0,33008.0,经济学院,2011
200900131343,冯振毅,男,22.0,32937.0,历史文化学院,2006
200900131344,郭秦丽,男,24.0,32456.0,历史文化学院,2009
200900131345,韩斌红,女,19.0,34263.0,医学院,2008
200900131346,李海江,男,21.0,33294.0,哲学与社会发展学院,2009
200900131347,邓立忠,女,23.0,32616.0,软件学院,2009
200900131348,李新亮,男,24.0,32208.0,历史文化学院,2009
200900131349,高完萍,女,22.0,33218.0,哲学与社会发展学院,2010
200900131350,李俊芳,男,23.0,32785.0,法学院,2007
200900131351,郝子英,女,20.0,33607.0,生命科学学院,2007
200900131352,韩立杰,,18.0,34623.0,物理学院,2006
200900131354,刘建飞,女,20.0,33783.0,软件学院,2004
200900131355,高华杰,,20.0,33702.0,数学学院,2007
200900131356,雷慧川,男,22.0,32910.0,经济学院,2005
200900131357,韩亮,男,23.0,32594.0,信息科学与工程学院,2011
200900131359,康建魁,男,20.0,33889.0,医学院,2011
200900131360,李杏林,,19.0,34098.0,信息科学与工程学院,2011
200900131361,李翠萍,女,21.0,33314.0,物理学院,2005
200900131362,弓斌,女,24.0,32147.0,医学院,2006
200900131363,李小平,男,21.0,33512.0,公共卫生学院,2010
200900131365,刘俊彪,男,22.0,32882.0,环境科学与工程学院,2006
200900131366,韩王兴,男,21.0,33373.0,环境科学与工程学院,2008
200900131368,刘军,女,18.0,34392.0,经济学院,2011
200900131369,李明,男,18.0,34518.0,生命科学学院,2004
200900131370,刘慧方,男,23.0,32862.0,管理学院,2008
200900131372,艾国臣,男,21.0,33420.0,外国语学院,2005
200900131373,高生云,男,19.0,34053.0,艺术学院,2006
200900131374,郭志成,女,24.0,32360.0,经济学院,2011
200900131375,程荣平,女,19.0,34239.0,经济学院,2007
200900131376,何天喜,男,21.0,33352.0,生命科学学院,2008
200900131377,姬建国,女,19.0,34240.0,外国语学院,2008
200900131379,候颜晨,女,18.0,34631.0,生命科学学院,2004
200900131380,贾立明,,19.0,34247.0,管理学院,2007
200900131381,陈云,男,23.0,32643.0,生命科学学院,2009
200900131382,李玉红,男,18.0,34520.0,外国语学院,2005
200900131383,陈宝龙,男,20.0,33813.0,国际教育学院,2009
200900131385,李生庆,,23.0,32590.0,物理学院,2010
200900131386,梁虎军,女,23.0,32545.0,物理学院,2004
200900131387,梁果明,男,18.0,34617.0,外国语学院,2009
200900131388,畅志锋,男,19.0,34238.0,软件学院,2006
200900131390,崔王芳,女,23.0,32524.0,,2009
200900131391,郝小军,男,24.0,32251.0,化学与化工学院,2009
200900131392,康武斌,女,24.0,32366.0,历史文化学院,2009
200900131393,梁国梅,男,19.0,34278.0,物理学院,2004
200900131394,刘秉谦,女,21.0,33334.0,生命科学学院,2006
200900131395,高纪平,女,23.0,32733.0,医学院,2009
200900131396,梁渝,男,22.0,33048.0,艺术学院,2007
200900131398,程江龙,女,24.0,32145.0,公共卫生学院,2007
200900131399,董向红,女,19.0,34246.0,历史文化学院,2006
200900131400,郝小花,女,19.0,34099.0,化学与化工学院,2005
200900131402,梁青海,男,23.0,32707.0,生命科学学院,2010
200900131403,何波涛,女,22.0,32891.0,管理学院,2008
200900131404,候琳,女,19.0,33980.0,化学与化工学院,2006
200900131406,高步荣,男,19.0,34110.0,经济学院,2010
200900131407,郭宝富,女,20.0,33888.0,公共卫生学院,2009
200900131408,孔玉红,男,19.0,34074.0,马克思主义学院,2008
200900131409,段云波,男,18.0,34627.0,软件学院,2008
200900131410,弓月成,女,22.0,32990.0,管理学院,2006
200900131411,单士贵,女,19.0,34158.0,艺术学院,2006
200900131413,韩莉,男,23.0,32643.0,化学与化工学院,2008
200900131414,艾建光,女,20.0,33802.0,信息科学与工程学院,2005
200900131415,白建平,女,24.0,32409.0,医学院,2006
200900131417,范锁管,男,21.0,33442.0,马克思主义学院,2007
200900131418,高春明,男,21.0,33426.0,,2007
200900131419,梁培忠,女,24.0,32373.0,环境科学与工程学院,2005
200900131421,贾跃宏,男,22.0,33086.0,经济学院,2005
200900131422,高峰,女,22.0,33021.0,,2006
200900131423,程存全,女,22.0,32886.0,国际教育学院,2009
200900131424,刘峰涛,女,24.0,32443.0,生命科学学院,2005
200900131425,刘锐,男,22.0,32971.0,历史文化学院,2008
200900131426,郭宝红,女,19.0,34315.0,公共卫生学院,2008
200900131427,刘红权,男,22.0,33205.0,化学与化工学院,2011
200900131428,丁建英,男,24.0,32168.0,国际教育学院,2008
200900131429,范密,,18.0,34510.0,环境科学与工程学院,2008
200900131430,安晓玲,女,19.0,34328.0,环境科学与工程学院,2011
200900131431,白艳云,男,22.0,32982.0,软件学院,2010
200900131432,和慧玲,女,18.0,34529.0,外国语学院,2006
200900131433,孔玉兵,男,22.0,32980.0,管理学院,2008
200900131434,高树春,女,22.0,33181.0,环境科学与工程学院,2008
200900131435,焦爱松,男,24.0,32473.0,管理学院,2006
200900131436,高宽厚,男,20.0,33740.0,法学院,2010
200900131437,韩喜兵,女,22.0,33066.0,经济学院,2007
200900131438,连建业,女,20.0,33637.0,外国语学院,2011
200900131439,布晓宁,女,19.0,34067.0,数学学院,2008
200900131803,李东全,女,18.0,34343.0,公共卫生学院,2008
200900131804,高步仁,女,23.0,32541.0,公共卫生学院,2007
200900131805,冯永红,女,19.0,33981.0,化学与化工学院,2010
